raw_records,unique_work_nodes,duplicate_work_rows,total_nodes,total_relationships,metadata_nodes,metadata_edges,removed_repeated_metadata_values,metadata_reuse_ratio,queries_tested
100000,98783,1217,139930,2095128,57,442537,442480,7763.81,5
