benchmark,work_id,original_license_code,replacement_license_code,runs,inline_mean_ms,structured_mean_ms,inline_median_ms,structured_median_ms,inline_median_ci95_lower_ms,inline_median_ci95_upper_ms,structured_median_ci95_lower_ms,structured_median_ci95_upper_ms,median_ratio_inline_over_structured,wilcoxon_statistic,p_value,alpha,rank_biserial_effect_size,inline_properties_set_per_run,structured_relationships_deleted_per_run,structured_relationships_created_per_run,interpretation
metadata_assignment_correction,W1119960297,cc-by,cc-by-nc,30,18.605033,19.20544,17.98995,18.5822,17.33315,19.21495,17.9935,19.27595,0.968128,140.0,0.0576879289,0.05,-0.397849,2,1,1,No statistically significant difference
